sheet_part,ref,label,formula,cached,shared,whole_column
xl/worksheets/sheet2.xml,G9,,"ROUND(E9*F9,2)",59.4,0,0
xl/worksheets/sheet2.xml,H9,,E9+G9,455.4,0,0
xl/worksheets/sheet2.xml,J9,,"_xlfn.XLOOKUP(C9,Departments!$A$2:$A$6,Departments!$B$2:$B$6,""Unknown"")",Human Resources,0,0
xl/worksheets/sheet2.xml,F10,,"VLOOKUP(D10,Lookup!$A$2:$B$4,2,FALSE())",0.05,0,0
xl/worksheets/sheet2.xml,G10,,"ROUND(E10*F10,2)",21.65,0,0
xl/worksheets/sheet2.xml,H10,,E10+G10,454.65,0,0
xl/worksheets/sheet2.xml,J10,,"_xlfn.XLOOKUP(C10,Departments!$A$2:$A$6,Departments!$B$2:$B$6,""Unknown"")",Technology,0,0
xl/worksheets/sheet2.xml,F11,,"VLOOKUP(D11,Lookup!$A$2:$B$4,2,FALSE())",0.1,0,0
xl/worksheets/sheet2.xml,G11,,"ROUND(E11*F11,2)",47,0,0
xl/worksheets/sheet2.xml,H11,,E11+G11,517,0,0
xl/worksheets/sheet2.xml,J11,,"_xlfn.XLOOKUP(C11,Departments!$A$2:$A$6,Departments!$B$2:$B$6,""Unknown"")",Operations,0,0
xl/worksheets/sheet2.xml,F12,,"VLOOKUP(D12,Lookup!$A$2:$B$4,2,FALSE())",0.15,0,0
xl/worksheets/sheet2.xml,G12,,"ROUND(E12*F12,2)",76.05,0,0
xl/worksheets/sheet2.xml,H12,,E12+G12,583.05,0,0
xl/worksheets/sheet2.xml,J12,,"_xlfn.XLOOKUP(C12,Departments!$A$2:$A$6,Departments!$B$2:$B$6,""Unknown"")",Finance,0,0
xl/worksheets/sheet2.xml,F13,,"VLOOKUP(D13,Lookup!$A$2:$B$4,2,FALSE())",0.05,0,0
xl/worksheets/sheet2.xml,G13,,"ROUND(E13*F13,2)",27.2,0,0
xl/worksheets/sheet2.xml,H13,,E13+G13,571.2,0,0
xl/worksheets/sheet2.xml,J13,,"_xlfn.XLOOKUP(C13,Departments!$A$2:$A$6,Departments!$B$2:$B$6,""Unknown"")",Quality,0,0
xl/worksheets/sheet2.xml,F14,,"VLOOKUP(D14,Lookup!$A$2:$B$4,2,FALSE())",0.1,0,0
xl/worksheets/sheet2.xml,G14,,"ROUND(E14*F14,2)",58.1,0,0
xl/worksheets/sheet2.xml,H14,,E14+G14,639.1,0,0
xl/worksheets/sheet2.xml,J14,,"_xlfn.XLOOKUP(C14,Departments!$A$2:$A$6,Departments!$B$2:$B$6,""Unknown"")",Human Resources,0,0
xl/worksheets/sheet2.xml,F15,,"VLOOKUP(D15,Lookup!$A$2:$B$4,2,FALSE())",0.15,0,0
xl/worksheets/sheet2.xml,G15,,"ROUND(E15*F15,2)",92.7,0,0
xl/worksheets/sheet2.xml,H15,,E15+G15,710.7,0,0
xl/worksheets/sheet2.xml,J15,,"_xlfn.XLOOKUP(C15,Departments!$A$2:$A$6,Departments!$B$2:$B$6,""Unknown"")",Technology,0,0
xl/worksheets/sheet2.xml,F16,,"VLOOKUP(D16,Lookup!$A$2:$B$4,2,FALSE())",0.05,0,0
xl/worksheets/sheet2.xml,G16,,"ROUND(E16*F16,2)",32.75,0,0
xl/worksheets/sheet2.xml,H16,,E16+G16,687.75,0,0
xl/worksheets/sheet2.xml,J16,,"_xlfn.XLOOKUP(C16,Departments!$A$2:$A$6,Departments!$B$2:$B$6,""Unknown"")",Operations,0,0
xl/worksheets/sheet2.xml,F17,,"VLOOKUP(D17,Lookup!$A$2:$B$4,2,FALSE())",0.1,0,0
xl/worksheets/sheet2.xml,G17,,"ROUND(E17*F17,2)",69.2,0,0
xl/worksheets/sheet2.xml,H17,,E17+G17,761.2,0,0
xl/worksheets/sheet2.xml,J17,,"_xlfn.XLOOKUP(C17,Departments!$A$2:$A$6,Departments!$B$2:$B$6,""Unknown"")",Finance,0,0
xl/worksheets/sheet2.xml,F18,,"VLOOKUP(D18,Lookup!$A$2:$B$4,2,FALSE())",0.15,0,0
xl/worksheets/sheet2.xml,G18,,"ROUND(E18*F18,2)",109.35,0,0
xl/worksheets/sheet2.xml,H18,,E18+G18,838.35,0,0
xl/worksheets/sheet2.xml,J18,,"_xlfn.XLOOKUP(C18,Departments!$A$2:$A$6,Departments!$B$2:$B$6,""Unknown"")",Quality,0,0
xl/worksheets/sheet2.xml,F19,,"VLOOKUP(D19,Lookup!$A$2:$B$4,2,FALSE())",0.05,0,0
xl/worksheets/sheet2.xml,G19,,"ROUND(E19*F19,2)",38.3,0,0
xl/worksheets/sheet2.xml,H19,,E19+G19,804.3,0,0
xl/worksheets/sheet2.xml,J19,,"_xlfn.XLOOKUP(C19,Departments!$A$2:$A$6,Departments!$B$2:$B$6,""Unknown"")",Human Resources,0,0
xl/worksheets/sheet2.xml,F20,,"VLOOKUP(D20,Lookup!$A$2:$B$4,2,FALSE())",0.1,0,0
xl/worksheets/sheet2.xml,G20,,"ROUND(E20*F20,2)",80.3,0,0
xl/worksheets/sheet2.xml,H20,,E20+G20,883.3,0,0
xl/worksheets/sheet2.xml,J20,,"_xlfn.XLOOKUP(C20,Departments!$A$2:$A$6,Departments!$B$2:$B$6,""Unknown"")",Technology,0,0
xl/worksheets/sheet2.xml,F21,,"VLOOKUP(D21,Lookup!$A$2:$B$4,2,FALSE())",0.15,0,0
xl/worksheets/sheet2.xml,G21,,"ROUND(E21*F21,2)",126,0,0
xl/worksheets/sheet2.xml,H21,,E21+G21,966,0,0
xl/worksheets/sheet2.xml,J21,,"_xlfn.XLOOKUP(C21,Departments!$A$2:$A$6,Departments!$B$2:$B$6,""Unknown"")",Operations,0,0
xl/worksheets/sheet2.xml,F22,,"VLOOKUP(D22,Lookup!$A$2:$B$4,2,FALSE())",0.05,0,0
xl/worksheets/sheet2.xml,G22,,"ROUND(E22*F22,2)",43.85,0,0
xl/worksheets/sheet2.xml,H22,,E22+G22,920.85,0,0
xl/worksheets/sheet2.xml,J22,,"_xlfn.XLOOKUP(C22,Departments!$A$2:$A$6,Departments!$B$2:$B$6,""Unknown"")",Finance,0,0
xl/worksheets/sheet2.xml,F23,,"VLOOKUP(D23,Lookup!$A$2:$B$4,2,FALSE())",0.1,0,0
xl/worksheets/sheet2.xml,G23,,"ROUND(E23*F23,2)",91.4,0,0
xl/worksheets/sheet2.xml,H23,,E23+G23,1005.4,0,0
xl/worksheets/sheet2.xml,J23,,"_xlfn.XLOOKUP(C23,Departments!$A$2:$A$6,Departments!$B$2:$B$6,""Unknown"")",Quality,0,0
xl/worksheets/sheet2.xml,F24,,"VLOOKUP(D24,Lookup!$A$2:$B$4,2,FALSE())",0.15,0,0
xl/worksheets/sheet2.xml,G24,,"ROUND(E24*F24,2)",142.65,0,0
xl/worksheets/sheet2.xml,H24,,E24+G24,1093.65,0,0
xl/worksheets/sheet2.xml,J24,,"_xlfn.XLOOKUP(C24,Departments!$A$2:$A$6,Departments!$B$2:$B$6,""Unknown"")",Human Resources,0,0
xl/worksheets/sheet2.xml,F25,,"VLOOKUP(D25,Lookup!$A$2:$B$4,2,FALSE())",0.05,0,0
xl/worksheets/sheet2.xml,G25,,"ROUND(E25*F25,2)",49.4,0,0
xl/worksheets/sheet2.xml,H25,,E25+G25,1037.4,0,0
xl/worksheets/sheet2.xml,J25,,"_xlfn.XLOOKUP(C25,Departments!$A$2:$A$6,Departments!$B$2:$B$6,""Unknown"")",Technology,0,0
xl/worksheets/sheet2.xml,F26,,"VLOOKUP(D26,Lookup!$A$2:$B$4,2,FALSE())",0.1,0,0
xl/worksheets/sheet2.xml,G26,,"ROUND(E26*F26,2)",102.5,0,0
xl/worksheets/sheet2.xml,H26,,E26+G26,1127.5,0,0
xl/worksheets/sheet2.xml,J26,,"_xlfn.XLOOKUP(C26,Departments!$A$2:$A$6,Departments!$B$2:$B$6,""Unknown"")",Operations,0,0
xl/worksheets/sheet2.xml,F27,,"VLOOKUP(D27,Lookup!$A$2:$B$4,2,FALSE())",0.15,0,0
xl/worksheets/sheet2.xml,G27,,"ROUND(E27*F27,2)",159.3,0,0
xl/worksheets/sheet2.xml,H27,,E27+G27,1221.3,0,0
xl/worksheets/sheet2.xml,J27,,"_xlfn.XLOOKUP(C27,Departments!$A$2:$A$6,Departments!$B$2:$B$6,""Unknown"")",Finance,0,0
xl/worksheets/sheet2.xml,F28,,"VLOOKUP(D28,Lookup!$A$2:$B$4,2,FALSE())",0.05,0,0
xl/worksheets/sheet2.xml,G28,,"ROUND(E28*F28,2)",54.95,0,0
xl/worksheets/sheet2.xml,H28,,E28+G28,1153.95,0,0
xl/worksheets/sheet2.xml,J28,,"_xlfn.XLOOKUP(C28,Departments!$A$2:$A$6,Departments!$B$2:$B$6,""Unknown"")",Quality,0,0
xl/worksheets/sheet2.xml,F29,,"VLOOKUP(D29,Lookup!$A$2:$B$4,2,FALSE())",0.1,0,0
xl/worksheets/sheet2.xml,G29,,"ROUND(E29*F29,2)",113.6,0,0
xl/worksheets/sheet2.xml,H29,,E29+G29,1249.6,0,0
xl/worksheets/sheet2.xml,J29,,"_xlfn.XLOOKUP(C29,Departments!$A$2:$A$6,Departments!$B$2:$B$6,""Unknown"")",Human Resources,0,0
xl/worksheets/sheet2.xml,F30,,"VLOOKUP(D30,Lookup!$A$2:$B$4,2,FALSE())",0.15,0,0
xl/worksheets/sheet2.xml,G30,,"ROUND(E30*F30,2)",175.95,0,0
xl/worksheets/sheet2.xml,H30,,E30+G30,1348.95,0,0
xl/worksheets/sheet2.xml,J30,,"_xlfn.XLOOKUP(C30,Departments!$A$2:$A$6,Departments!$B$2:$B$6,""Unknown"")",Technology,0,0
xl/worksheets/sheet2.xml,F31,,"VLOOKUP(D31,Lookup!$A$2:$B$4,2,FALSE())",0.05,0,0
xl/worksheets/sheet2.xml,G31,,"ROUND(E31*F31,2)",60.5,0,0
xl/worksheets/sheet2.xml,H31,,E31+G31,1270.5,0,0
xl/worksheets/sheet2.xml,J31,,"_xlfn.XLOOKUP(C31,Departments!$A$2:$A$6,Departments!$B$2:$B$6,""Unknown"")",Operations,0,0
xl/worksheets/sheet2.xml,F32,,"VLOOKUP(D32,Lookup!$A$2:$B$4,2,FALSE())",0.1,0,0
xl/worksheets/sheet2.xml,G32,,"ROUND(E32*F32,2)",124.7,0,0
xl/worksheets/sheet2.xml,H32,,E32+G32,1371.7,0,0
xl/worksheets/sheet2.xml,J32,,"_xlfn.XLOOKUP(C32,Departments!$A$2:$A$6,Departments!$B$2:$B$6,""Unknown"")",Finance,0,0
xl/worksheets/sheet2.xml,F33,,"VLOOKUP(D33,Lookup!$A$2:$B$4,2,FALSE())",0.15,0,0
xl/worksheets/sheet2.xml,G33,,"ROUND(E33*F33,2)",192.6,0,0
xl/worksheets/sheet2.xml,H33,,E33+G33,1476.6,0,0
xl/worksheets/sheet2.xml,J33,,"_xlfn.XLOOKUP(C33,Departments!$A$2:$A$6,Departments!$B$2:$B$6,""Unknown"")",Quality,0,0
xl/worksheets/sheet2.xml,F34,,"VLOOKUP(D34,Lookup!$A$2:$B$4,2,FALSE())",0.05,0,0
xl/worksheets/sheet2.xml,G34,,"ROUND(E34*F34,2)",66.05,0,0
xl/worksheets/sheet2.xml,H34,,E34+G34,1387.05,0,0
xl/worksheets/sheet2.xml,J34,,"_xlfn.XLOOKUP(C34,Departments!$A$2:$A$6,Departments!$B$2:$B$6,""Unknown"")",Human Resources,0,0
xl/worksheets/sheet2.xml,F35,,"VLOOKUP(D35,Lookup!$A$2:$B$4,2,FALSE())",0.1,0,0
xl/worksheets/sheet2.xml,G35,,"ROUND(E35*F35,2)",135.8,0,0
xl/worksheets/sheet2.xml,H35,,E35+G35,1493.8,0,0
xl/worksheets/sheet2.xml,J35,,"_xlfn.XLOOKUP(C35,Departments!$A$2:$A$6,Departments!$B$2:$B$6,""Unknown"")",Technology,0,0
xl/worksheets/sheet2.xml,F36,,"VLOOKUP(D36,Lookup!$A$2:$B$4,2,FALSE())",0.15,0,0
xl/worksheets/sheet2.xml,G36,,"ROUND(E36*F36,2)",209.25,0,0
xl/worksheets/sheet2.xml,H36,,E36+G36,1604.25,0,0
xl/worksheets/sheet2.xml,J36,,"_xlfn.XLOOKUP(C36,Departments!$A$2:$A$6,Departments!$B$2:$B$6,""Unknown"")",Operations,0,0
xl/worksheets/sheet2.xml,F37,,"VLOOKUP(D37,Lookup!$A$2:$B$4,2,FALSE())",0.05,0,0
xl/worksheets/sheet2.xml,G37,,"ROUND(E37*F37,2)",71.6,0,0
xl/worksheets/sheet2.xml,H37,,E37+G37,1503.6,0,0
xl/worksheets/sheet2.xml,J37,,"_xlfn.XLOOKUP(C37,Departments!$A$2:$A$6,Departments!$B$2:$B$6,""Unknown"")",Finance,0,0
xl/worksheets/sheet2.xml,F38,,"VLOOKUP(D38,Lookup!$A$2:$B$4,2,FALSE())",0.1,0,0
xl/worksheets/sheet2.xml,G38,,"ROUND(E38*F38,2)",146.9,0,0
xl/worksheets/sheet2.xml,H38,,E38+G38,1615.9,0,0
xl/worksheets/sheet2.xml,J38,,"_xlfn.XLOOKUP(C38,Departments!$A$2:$A$6,Departments!$B$2:$B$6,""Unknown"")",Quality,0,0
xl/worksheets/sheet2.xml,F39,,"VLOOKUP(D39,Lookup!$A$2:$B$4,2,FALSE())",0.15,0,0
xl/worksheets/sheet2.xml,G39,,"ROUND(E39*F39,2)",225.9,0,0
xl/worksheets/sheet2.xml,H39,,E39+G39,1731.9,0,0
xl/worksheets/sheet2.xml,J39,,"_xlfn.XLOOKUP(C39,Departments!$A$2:$A$6,Departments!$B$2:$B$6,""Unknown"")",Human Resources,0,0
xl/worksheets/sheet2.xml,F40,,"VLOOKUP(D40,Lookup!$A$2:$B$4,2,FALSE())",0.05,0,0
xl/worksheets/sheet2.xml,G40,,"ROUND(E40*F40,2)",77.15,0,0
xl/worksheets/sheet2.xml,H40,,E40+G40,1620.15,0,0
xl/worksheets/sheet2.xml,J40,,"_xlfn.XLOOKUP(C40,Departments!$A$2:$A$6,Departments!$B$2:$B$6,""Unknown"")",Technology,0,0
xl/worksheets/sheet2.xml,F41,,"VLOOKUP(D41,Lookup!$A$2:$B$4,2,FALSE())",0.1,0,0
xl/worksheets/sheet2.xml,G41,,"ROUND(E41*F41,2)",158,0,0
xl/worksheets/sheet2.xml,H41,,E41+G41,1738,0,0
xl/worksheets/sheet2.xml,J41,,"_xlfn.XLOOKUP(C41,Departments!$A$2:$A$6,Departments!$B$2:$B$6,""Unknown"")",Operations,0,0
xl/worksheets/sheet2.xml,F42,,"VLOOKUP(D42,Lookup!$A$2:$B$4,2,FALSE())",0.15,0,0
xl/worksheets/sheet2.xml,G42,,"ROUND(E42*F42,2)",242.55,0,0
xl/worksheets/sheet2.xml,H42,,E42+G42,1859.55,0,0
xl/worksheets/sheet2.xml,J42,,"_xlfn.XLOOKUP(C42,Departments!$A$2:$A$6,Departments!$B$2:$B$6,""Unknown"")",Finance,0,0
xl/worksheets/sheet2.xml,F43,,"VLOOKUP(D43,Lookup!$A$2:$B$4,2,FALSE())",0.05,0,0
xl/worksheets/sheet2.xml,G43,,"ROUND(E43*F43,2)",82.7,0,0
xl/worksheets/sheet2.xml,H43,,E43+G43,1736.7,0,0
xl/worksheets/sheet2.xml,J43,,"_xlfn.XLOOKUP(C43,Departments!$A$2:$A$6,Departments!$B$2:$B$6,""Unknown"")",Quality,0,0
xl/worksheets/sheet2.xml,F44,,"VLOOKUP(D44,Lookup!$A$2:$B$4,2,FALSE())",0.1,0,0
xl/worksheets/sheet2.xml,G44,,"ROUND(E44*F44,2)",169.1,0,0
xl/worksheets/sheet2.xml,H44,,E44+G44,1860.1,0,0
xl/worksheets/sheet2.xml,J44,,"_xlfn.XLOOKUP(C44,Departments!$A$2:$A$6,Departments!$B$2:$B$6,""Unknown"")",Human Resources,0,0
xl/worksheets/sheet2.xml,F45,,"VLOOKUP(D45,Lookup!$A$2:$B$4,2,FALSE())",0.15,0,0
xl/worksheets/sheet2.xml,G45,,"ROUND(E45*F45,2)",259.2,0,0
xl/worksheets/sheet2.xml,H45,,E45+G45,1987.2,0,0
xl/worksheets/sheet2.xml,J45,,"_xlfn.XLOOKUP(C45,Departments!$A$2:$A$6,Departments!$B$2:$B$6,""Unknown"")",Technology,0,0
xl/worksheets/sheet2.xml,F46,,"VLOOKUP(D46,Lookup!$A$2:$B$4,2,FALSE())",0.05,0,0
xl/worksheets/sheet2.xml,G46,,"ROUND(E46*F46,2)",88.25,0,0
xl/worksheets/sheet2.xml,H46,,E46+G46,1853.25,0,0
xl/worksheets/sheet2.xml,J46,,"_xlfn.XLOOKUP(C46,Departments!$A$2:$A$6,Departments!$B$2:$B$6,""Unknown"")",Operations,0,0
xl/worksheets/sheet2.xml,F47,,"VLOOKUP(D47,Lookup!$A$2:$B$4,2,FALSE())",0.1,0,0
xl/worksheets/sheet2.xml,G47,,"ROUND(E47*F47,2)",180.2,0,0
xl/worksheets/sheet2.xml,H47,,E47+G47,1982.2,0,0
xl/worksheets/sheet2.xml,J47,,"_xlfn.XLOOKUP(C47,Departments!$A$2:$A$6,Departments!$B$2:$B$6,""Unknown"")",Finance,0,0
xl/worksheets/sheet2.xml,F48,,"VLOOKUP(D48,Lookup!$A$2:$B$4,2,FALSE())",0.15,0,0
xl/worksheets/sheet2.xml,G48,,"ROUND(E48*F48,2)",275.85,0,0
xl/worksheets/sheet2.xml,H48,,E48+G48,2114.85,0,0
xl/worksheets/sheet2.xml,J48,,"_xlfn.XLOOKUP(C48,Departments!$A$2:$A$6,Departments!$B$2:$B$6,""Unknown"")",Quality,0,0
xl/worksheets/sheet2.xml,F49,,"VLOOKUP(D49,Lookup!$A$2:$B$4,2,FALSE())",0.05,0,0
xl/worksheets/sheet2.xml,G49,,"ROUND(E49*F49,2)",93.8,0,0
xl/worksheets/sheet2.xml,H49,,E49+G49,1969.8,0,0
xl/worksheets/sheet2.xml,J49,,"_xlfn.XLOOKUP(C49,Departments!$A$2:$A$6,Departments!$B$2:$B$6,""Unknown"")",Human Resources,0,0
xl/worksheets/sheet2.xml,F50,,"VLOOKUP(D50,Lookup!$A$2:$B$4,2,FALSE())",0.1,0,0
xl/worksheets/sheet2.xml,G50,,"ROUND(E50*F50,2)",191.3,0,0
xl/worksheets/sheet2.xml,H50,,E50+G50,2104.3,0,0
xl/worksheets/sheet2.xml,J50,,"_xlfn.XLOOKUP(C50,Departments!$A$2:$A$6,Departments!$B$2:$B$6,""Unknown"")",Technology,0,0
xl/worksheets/sheet2.xml,F51,,"VLOOKUP(D51,Lookup!$A$2:$B$4,2,FALSE())",0.15,0,0
xl/worksheets/sheet2.xml,G51,,"ROUND(E51*F51,2)",292.5,0,0
xl/worksheets/sheet2.xml,H51,,E51+G51,2242.5,0,0
xl/worksheets/sheet2.xml,J51,,"_xlfn.XLOOKUP(C51,Departments!$A$2:$A$6,Departments!$B$2:$B$6,""Unknown"")",Operations,0,0
xl/worksheets/sheet2.xml,F52,,"VLOOKUP(D52,Lookup!$A$2:$B$4,2,FALSE())",0.05,0,0
xl/worksheets/sheet2.xml,G52,,"ROUND(E52*F52,2)",99.35,0,0
xl/worksheets/sheet2.xml,H52,,E52+G52,2086.35,0,0
xl/worksheets/sheet2.xml,J52,,"_xlfn.XLOOKUP(C52,Departments!$A$2:$A$6,Departments!$B$2:$B$6,""Unknown"")",Finance,0,0
xl/worksheets/sheet2.xml,F53,,"VLOOKUP(D53,Lookup!$A$2:$B$4,2,FALSE())",0.1,0,0
xl/worksheets/sheet2.xml,G53,,"ROUND(E53*F53,2)",202.4,0,0
xl/worksheets/sheet2.xml,H53,,E53+G53,2226.4,0,0
xl/worksheets/sheet2.xml,J53,,"_xlfn.XLOOKUP(C53,Departments!$A$2:$A$6,Departments!$B$2:$B$6,""Unknown"")",Quality,0,0
xl/worksheets/sheet2.xml,F54,,"VLOOKUP(D54,Lookup!$A$2:$B$4,2,FALSE())",0.15,0,0
xl/worksheets/sheet2.xml,G54,,"ROUND(E54*F54,2)",309.15,0,0
xl/worksheets/sheet2.xml,H54,,E54+G54,2370.15,0,0
xl/worksheets/sheet2.xml,J54,,"_xlfn.XLOOKUP(C54,Departments!$A$2:$A$6,Departments!$B$2:$B$6,""Unknown"")",Human Resources,0,0
xl/worksheets/sheet2.xml,F55,,"VLOOKUP(D55,Lookup!$A$2:$B$4,2,FALSE())",0.05,0,0
xl/worksheets/sheet2.xml,G55,,"ROUND(E55*F55,2)",104.9,0,0
xl/worksheets/sheet2.xml,H55,,E55+G55,2202.9,0,0
xl/worksheets/sheet2.xml,J55,,"_xlfn.XLOOKUP(C55,Departments!$A$2:$A$6,Departments!$B$2:$B$6,""Unknown"")",Technology,0,0
xl/worksheets/sheet2.xml,F56,,"VLOOKUP(D56,Lookup!$A$2:$B$4,2,FALSE())",0.1,0,0
xl/worksheets/sheet2.xml,G56,,"ROUND(E56*F56,2)",213.5,0,0
xl/worksheets/sheet2.xml,H56,,E56+G56,2348.5,0,0
xl/worksheets/sheet2.xml,J56,,"_xlfn.XLOOKUP(C56,Departments!$A$2:$A$6,Departments!$B$2:$B$6,""Unknown"")",Operations,0,0
xl/worksheets/sheet2.xml,F57,,"VLOOKUP(D57,Lookup!$A$2:$B$4,2,FALSE())",0.15,0,0
xl/worksheets/sheet2.xml,G57,,"ROUND(E57*F57,2)",325.8,0,0
xl/worksheets/sheet2.xml,H57,,E57+G57,2497.8,0,0
xl/worksheets/sheet2.xml,J57,,"_xlfn.XLOOKUP(C57,Departments!$A$2:$A$6,Departments!$B$2:$B$6,""Unknown"")",Finance,0,0
xl/worksheets/sheet2.xml,F58,,"VLOOKUP(D58,Lookup!$A$2:$B$4,2,FALSE())",0.05,0,0
xl/worksheets/sheet2.xml,G58,,"ROUND(E58*F58,2)",110.45,0,0
xl/worksheets/sheet2.xml,H58,,E58+G58,2319.45,0,0
xl/worksheets/sheet2.xml,J58,,"_xlfn.XLOOKUP(C58,Departments!$A$2:$A$6,Departments!$B$2:$B$6,""Unknown"")",Quality,0,0
xl/worksheets/sheet2.xml,F59,,"VLOOKUP(D59,Lookup!$A$2:$B$4,2,FALSE())",0.1,0,0
xl/worksheets/sheet2.xml,G59,,"ROUND(E59*F59,2)",224.6,0,0
xl/worksheets/sheet2.xml,H59,,E59+G59,2470.6,0,0
xl/worksheets/sheet2.xml,J59,,"_xlfn.XLOOKUP(C59,Departments!$A$2:$A$6,Departments!$B$2:$B$6,""Unknown"")",Human Resources,0,0
xl/worksheets/sheet2.xml,F60,,"VLOOKUP(D60,Lookup!$A$2:$B$4,2,FALSE())",0.15,0,0
xl/worksheets/sheet2.xml,G60,,"ROUND(E60*F60,2)",342.45,0,0
xl/worksheets/sheet2.xml,H60,,E60+G60,2625.45,0,0
xl/worksheets/sheet2.xml,J60,,"_xlfn.XLOOKUP(C60,Departments!$A$2:$A$6,Departments!$B$2:$B$6,""Unknown"")",Technology,0,0
xl/worksheets/sheet2.xml,F61,,"VLOOKUP(D61,Lookup!$A$2:$B$4,2,FALSE())",0.05,0,0
xl/worksheets/sheet2.xml,G61,,"ROUND(E61*F61,2)",116,0,0
xl/worksheets/sheet2.xml,H61,,E61+G61,2436,0,0
xl/worksheets/sheet2.xml,J61,,"_xlfn.XLOOKUP(C61,Departments!$A$2:$A$6,Departments!$B$2:$B$6,""Unknown"")",Operations,0,0
xl/worksheets/sheet2.xml,F62,,"VLOOKUP(D62,Lookup!$A$2:$B$4,2,FALSE())",0.1,0,0
xl/worksheets/sheet2.xml,G62,,"ROUND(E62*F62,2)",235.7,0,0
